"ID","Species","Interactions","Connectance","Type of interactions","Type of data","Reference","Locality of Study","Latitude","Longitude"
"M_PA_003","39","45","0.125","Plant-Ant","1","Fonseca, C.R., and G. Ganade. 1996. Asymmetries, compartments and null interactions in an Amazonian ant-plant community. Journal of Animal Ecology 66: 339-347.","Biological Dynamics of Forest Fragments Project","-2.4","-59.716667"
