ID;Species;Interactions;Connectance;Type of interactions;Type of data;Reference;Locality of Study;Latitude;Longitude
A_HP_020;33;105;0.386;Host-Parasite;1;Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187;Kurgan;55.566667;64.75
