ID;Species;Interactions;Connectance;Type of interactions;Type of data;Reference;Locality of Study;Latitude;Longitude
M_PL_060_23;39;57;0.176;Pollination;1;Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÌ_ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.;Black River Gorges National Park, Mauritius;-20.7;57.733333
