ID;Species;Interactions;Connectance;Type of interactions;Type of data;Reference;Locality of Study;Latitude;Longitude
A_HP_045;23;57;0.509;Host-Parasite;1;Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187;Trans-Ili Altau;43.05;77.25
